district,medianVoterIdeologyStr,actualVoterSatisfactionStr,primaryIdeologyStr,primaryPartyStr,primarySatisfactionStr,irPrimaryIdeologyStr,irPrimaryPartyStr,irPrimarySatisfactionStr,h2hPrimaryIdeologyStr,h2hPrimaryPartyStr,h2hPrimarySatisfactionStr,instantRunoffIdeologyStr,instantRunoffPartyStr,instantRunoffSatisfactionStr,headToHeadIdeologyStr,headToHeadPartyStr,headToHeadSatisfactionStr,final5IdeologyStr,final5PartyStr,final5SatisfactionStr
IN-02,9.420,41.200,54.93,Rep,25.40,29.81,Rep,61.91,50.23,Rep,30.15,30.21,Rep,61.31,10.62,Rep,97.49,-9.35,Dem,66.53
IN-03,15.286,21.000,39.52,Rep,54.80,51.82,Rep,34.37,50.01,Rep,36.78,15.33,Rep,99.90,11.54,Rep,92.66,15.22,Rep,99.50
IN-04,14.611,50.000,39.32,Rep,53.60,70.63,Rep,13.25,72.15,Rep,12.05,14.65,Rep,99.60,3.45,Rep,79.32,14.67,Rep,99.60
IN-05,7.246,49.800,32.95,Rep,54.00,30.80,Rep,57.09,-27.77,Dem,41.21,28.44,Rep,61.11,7.10,Rep,99.70,36.12,Rep,48.04
IN-06,15.829,48.400,-18.07,Dem,42.40,-11.23,Dem,52.41,56.81,Rep,27.91,26.06,Rep,79.92,12.29,Rep,93.37,51.70,Rep,34.94
IN-07,-12.475,44.000,-36.15,Dem,55.60,-47.14,Dem,37.95,-59.92,Dem,21.49,-12.52,Dem,100.00,-12.50,Dem,100.00,-12.49,Dem,100.00
IN-08,13.090,50.200,53.10,Rep,31.20,48.54,Rep,36.58,49.55,Rep,34.97,37.34,Rep,54.47,21.84,Rep,83.22,12.95,Rep,99.70
IN-09,10.944,46.600,27.22,Rep,69.60,31.18,Rep,61.91,40.96,Rep,45.23,26.50,Rep,70.55,24.21,Rep,74.77,30.55,Rep,63.12
IA-01,-2.535,59.400,-41.41,Dem,34.40,-52.19,Dem,22.09,-37.08,Dem,40.76,-23.00,Dem,63.05,-2.46,Dem,99.80,17.36,Rep,64.46
IA-02,-2.171,54.800,39.42,Rep,32.60,-36.52,Dem,41.21,-18.37,Dem,70.55,-2.27,Dem,99.90,5.89,Rep,85.03,-2.28,Dem,99.90
IA-03,-0.241,56.200,-36.48,Dem,38.40,40.76,Rep,32.36,-37.10,Dem,37.79,13.84,Rep,74.57,-0.27,Dem,99.70,13.16,Rep,75.78
IA-04,9.005,18.600,39.04,Rep,46.60,42.00,Rep,41.21,35.78,Rep,51.26,23.42,Rep,72.96,8.84,Rep,99.90,-8.94,Dem,67.74
KS-01,21.610,40.600,54.79,Rep,37.40,40.21,Rep,62.45,65.89,Rep,22.09,21.41,Rep,99.80,22.17,Rep,98.59,21.63,Rep,99.80
KS-02,8.076,24.000,56.34,Rep,22.60,43.00,Rep,38.79,43.59,Rep,37.79,40.04,Rep,43.02,6.78,Rep,97.69,44.77,Rep,35.98
KS-03,2.145,52.200,42.03,Rep,34.20,-30.82,Dem,43.82,-41.02,Dem,29.95,25.57,Rep,58.09,14.34,Rep,77.59,-22.67,Dem,56.28
KS-04,13.286,23.000,54.32,Rep,29.60,63.92,Rep,18.09,35.03,Rep,58.69,13.26,Rep,99.90,13.41,Rep,99.70,24.89,Rep,77.79
KY-01,20.397,24.600,31.99,Rep,77.20,49.89,Rep,43.02,63.91,Rep,23.52,22.36,Rep,96.08,18.45,Rep,96.28,20.36,Rep,99.90
KY-02,17.056,53.000,64.22,Rep,21.00,30.77,Rep,72.89,43.97,Rep,48.59,30.29,Rep,73.69,17.04,Rep,100.00,50.58,Rep,37.75
KY-03,-7.097,45.000,-50.26,Dem,27.80,-40.63,Dem,41.21,-42.63,Dem,37.99,-40.89,Dem,40.40,-7.11,Dem,99.90,-26.43,Dem,64.32
KY-04,16.105,17.000,52.14,Rep,35.40,21.36,Rep,89.65,54.88,Rep,30.75,16.02,Rep,99.90,16.11,Rep,99.90,27.57,Rep,77.59
KY-05,27.412,87.200,41.95,Rep,69.80,56.56,Rep,41.61,64.39,Rep,29.35,30.01,Rep,94.47,27.32,Rep,99.90,27.42,Rep,99.90
KY-06,7.358,30.000,42.91,Rep,38.60,43.34,Rep,37.35,66.73,Rep,12.45,24.35,Rep,68.47,7.43,Rep,99.80,24.20,Rep,68.67
LA-01,21.274,35.000,48.35,Rep,47.40,59.69,Rep,29.52,78.23,Rep,11.04,25.85,Rep,90.36,21.30,Rep,99.80,21.23,Rep,100.00
LA-02,-25.416,52.800,-47.48,Dem,54.80,-66.61,Dem,24.90,-35.82,Dem,78.31,-24.84,Dem,98.59,-25.21,Dem,99.40,-19.27,Dem,87.15
LA-03,17.815,30.400,65.82,Rep,20.20,59.24,Rep,26.71,45.05,Rep,47.79,24.32,Rep,86.95,17.76,Rep,100.00,18.93,Rep,97.59
LA-04,10.864,25.600,28.05,Rep,68.20,42.22,Rep,43.17,46.38,Rep,37.15,21.38,Rep,80.12,10.93,Rep,99.80,15.04,Rep,92.17
LA-05,13.194,29.800,44.69,Rep,43.20,47.10,Rep,38.76,44.10,Rep,43.37,13.47,Rep,99.20,13.17,Rep,100.00,45.60,Rep,40.96
LA-06,16.963,45.600,44.45,Rep,48.40,56.56,Rep,29.52,43.40,Rep,49.40,48.82,Rep,40.76,16.95,Rep,100.00,20.05,Rep,93.98
ME-01,-9.104,41.200,-45.94,Dem,35.60,-55.30,Dem,23.90,-51.70,Dem,28.11,-26.13,Dem,68.07,-27.48,Dem,65.86,-9.07,Dem,99.80
ME-02,0.500,71.600,-30.75,Dem,45.80,-30.97,Dem,45.83,41.20,Rep,32.56,-14.41,Dem,73.17,0.48,Rep,99.90,-14.94,Dem,71.96
MD-01,12.204,16.800,46.34,Rep,39.20,46.51,Rep,38.15,30.40,Rep,65.46,12.23,Rep,99.80,22.88,Rep,79.52,26.57,Rep,72.49
MD-02,-12.263,67.000,-53.86,Dem,28.20,-35.73,Dem,56.08,-56.51,Dem,25.13,-28.50,Dem,69.15,-12.15,Dem,99.90,-12.32,Dem,99.90
MD-03,-13.879,40.000,-51.52,Dem,33.00,-54.07,Dem,29.72,-39.93,Dem,51.00,-13.92,Dem,100.00,-27.32,Dem,74.10,-52.63,Dem,31.73
MD-04,-27.312,84.800,-45.63,Dem,61.20,-67.49,Dem,25.33,-72.41,Dem,19.70,-36.99,Dem,79.40,-24.22,Dem,93.67,-27.33,Dem,99.90
MD-05,-16.701,58.800,-46.02,Dem,44.80,-49.68,Dem,38.96,-64.90,Dem,19.68,-13.44,Dem,93.57,-17.63,Dem,98.39,-16.82,Dem,100.00
MD-06,-6.851,61.000,-49.17,Dem,29.00,-44.15,Dem,35.74,-49.95,Dem,28.11,-22.87,Dem,70.48,-6.81,Dem,99.80,-6.86,Dem,100.00
MD-07,-25.613,62.000,-49.90,Dem,50.40,-60.60,Dem,32.76,-39.57,Dem,70.95,-44.05,Dem,61.71,-25.73,Dem,99.70,-25.50,Dem,99.50
MD-08,-14.828,30.000,-55.80,Dem,28.40,-61.98,Dem,21.29,-41.51,Dem,49.80,-20.70,Dem,88.76,-14.93,Dem,100.00,-22.39,Dem,85.34
MA-01,-12.473,46.000,-41.79,Dem,45.80,-44.56,Dem,41.77,-41.62,Dem,46.39,-53.59,Dem,28.92,-12.40,Dem,99.60,10.73,Rep,58.63
MA-02,-9.836,25.800,-38.70,Dem,47.20,-40.26,Dem,44.98,-55.56,Dem,24.10,-9.91,Dem,99.80,-9.86,Dem,100.00,-9.95,Dem,99.60
MA-03,-9.621,42.400,-39.30,Dem,46.00,-41.77,Dem,42.37,-55.79,Dem,23.69,-29.39,Dem,63.25,-9.64,Dem,100.00,-33.35,Dem,56.22
MA-04,-9.985,41.800,-38.43,Dem,47.80,-35.62,Dem,53.01,-55.41,Dem,24.50,-22.93,Dem,75.70,-9.99,Dem,100.00,-10.04,Dem,99.80
MA-05,-18.647,43.200,-18.67,Dem,99.40,-32.31,Dem,72.96,-46.85,Dem,45.83,-22.73,Dem,91.66,-18.77,Dem,99.70,-47.25,Dem,45.43
MA-06,-7.154,60.400,23.46,Rep,48.40,-45.01,Dem,34.77,-35.52,Dem,49.05,-43.84,Dem,36.58,-10.45,Dem,93.87,-19.50,Dem,76.98
MA-07,-32.545,91.400,-56.47,Dem,48.80,-54.94,Dem,51.81,-36.49,Dem,91.37,-43.74,Dem,75.10,-32.52,Dem,99.80,-34.52,Dem,95.98
MA-08,-10.783,54.800,-46.97,Dem,35.80,-40.95,Dem,45.23,-50.09,Dem,31.76,-10.51,Dem,99.70,-10.88,Dem,99.90,-13.92,Dem,93.87
MA-09,-5.739,51.200,-47.99,Dem,29.60,-32.32,Dem,52.21,-57.30,Dem,19.08,-38.74,Dem,42.17,-5.83,Dem,99.80,-5.78,Dem,100.00
MI-01,7.563,39.400,56.39,Rep,22.00,-44.00,Dem,22.09,51.17,Rep,27.31,34.02,Rep,52.01,14.34,Rep,87.35,31.12,Rep,56.83
MI-02,7.786,19.800,36.13,Rep,49.20,63.05,Rep,15.26,51.16,Rep,27.51,7.63,Rep,100.00,18.89,Rep,79.12,7.81,Rep,99.80
MI-03,4.340,51.800,-33.96,Dem,36.60,-34.99,Dem,35.34,-25.85,Dem,47.99,-21.73,Dem,54.62,4.21,Rep,99.80,-9.35,Dem,75.30
MI-04,8.294,44.600,59.92,Rep,19.40,-14.92,Dem,59.10,38.01,Rep,46.63,29.95,Rep,60.10,8.31,Rep,99.90,8.42,Rep,99.70
MI-05,-6.697,42.200,-47.56,Dem,31.00,-24.48,Dem,67.27,-45.76,Dem,33.33,13.41,Rep,64.26,-6.68,Dem,99.80,-8.96,Dem,95.78
MI-06,2.597,46.400,45.02,Rep,30.60,40.37,Rep,35.94,32.02,Rep,47.99,-10.24,Dem,76.91,-5.32,Dem,85.94,-13.42,Dem,71.29
MI-07,5.108,25.600,-45.23,Dem,22.60,26.48,Rep,61.31,54.78,Rep,21.51,-3.08,Dem,85.03,5.06,Rep,99.70,20.87,Rep,71.16
MI-08,2.566,41.800,24.84,Rep,60.60,38.36,Rep,38.79,-36.53,Dem,35.38,20.64,Rep,67.14,2.72,Rep,99.50,-18.22,Dem,63.12
MI-09,-5.883,25.400,25.27,Rep,47.80,-60.76,Dem,16.28,-47.49,Dem,30.35,-4.07,Dem,96.68,-6.36,Dem,99.10,4.71,Rep,81.01
MI-10,11.070,43.400,54.80,Rep,26.80,55.95,Rep,24.70,28.59,Rep,66.67,19.79,Rep,83.33,18.60,Rep,85.54,11.12,Rep,99.60
MI-11,2.607,34.000,52.26,Rep,22.40,48.15,Rep,26.10,37.83,Rep,39.36,-11.65,Dem,74.50,2.67,Rep,99.60,18.04,Rep,71.89
MI-12,-14.828,51.400,-40.55,Dem,51.40,-43.80,Dem,46.18,-42.43,Dem,48.19,-4.51,Dem,80.72,-14.75,Dem,99.80,-20.19,Dem,89.76
MI-13,-31.142,93.400,-81.65,Dem,13.60,-48.57,Dem,62.11,-52.86,Dem,53.67,-25.15,Dem,87.24,-41.45,Dem,77.19,-36.33,Dem,88.44
MI-14,-29.174,66.800,-76.83,Dem,16.80,-64.64,Dem,31.33,-52.99,Dem,50.40,-29.07,Dem,99.60,-29.18,Dem,100.00,-29.10,Dem,99.60
MN-01,3.334,32.200,42.05,Rep,35.60,-15.84,Dem,65.73,48.83,Rep,26.13,-24.87,Dem,50.85,3.26,Rep,99.70,3.23,Rep,99.70
MN-02,0.300,47.400,-22.28,Dem,59.60,45.63,Rep,27.14,-42.48,Dem,30.35,9.64,Rep,82.81,0.36,Rep,99.90,0.25,Rep,99.90
MN-03,-2.484,63.200,-23.99,Dem,61.20,-28.67,Dem,53.67,-48.33,Dem,25.93,-28.01,Dem,54.67,-2.65,Dem,99.90,18.36,Rep,62.51
MN-04,-14.458,48.400,-54.42,Dem,29.60,-44.35,Dem,44.62,-33.99,Dem,62.71,-30.67,Dem,68.94,-23.31,Dem,83.02,-24.95,Dem,79.60
MN-05,-25.381,90.200,-50.45,Dem,49.20,-59.90,Dem,33.73,-48.19,Dem,53.41,-25.34,Dem,99.80,-43.41,Dem,62.85,-25.31,Dem,99.80
MN-06,10.357,37.600,33.31,Rep,57.80,47.49,Rep,34.74,49.86,Rep,31.53,10.23,Rep,100.00,10.42,Rep,99.60,36.38,Rep,51.81
MN-07,10.220,55.800,-12.43,Dem,59.60,40.49,Rep,45.23,49.91,Rep,31.36,10.26,Rep,99.90,10.37,Rep,99.70,30.82,Rep,61.51
MN-08,2.474,55.600,27.69,Rep,55.80,20.09,Rep,68.34,34.73,Rep,44.22,15.86,Rep,75.78,2.41,Rep,99.50,39.01,Rep,37.99
MS-01,14.444,21.000,40.04,Rep,52.20,54.86,Rep,29.32,50.12,Rep,35.74,38.55,Rep,54.42,17.46,Rep,94.18,14.45,Rep,99.80
MS-02,-15.263,34.400,-45.80,Dem,43.00,-46.91,Dem,41.61,-47.20,Dem,41.21,-15.11,Dem,99.90,-15.31,Dem,99.90,-15.29,Dem,99.90
MS-03,11.298,35.600,52.84,Rep,29.40,59.95,Rep,20.68,34.99,Rep,56.02,16.80,Rep,89.56,11.43,Rep,99.60,-7.40,Dem,66.27
MS-04,19.193,38.200,52.79,Rep,37.80,77.25,Rep,10.84,48.14,Rep,44.58,32.73,Rep,72.89,19.16,Rep,100.00,30.92,Rep,76.51
MO-01,-28.505,58.600,-28.53,Dem,99.60,-73.06,Dem,19.88,-49.55,Dem,55.82,-23.53,Dem,89.56,-28.49,Dem,99.80,-20.39,Dem,82.93
MO-02,6.630,35.000,33.58,Rep,52.20,48.96,Rep,28.94,50.62,Rep,27.14,23.15,Rep,69.35,6.69,Rep,99.70,35.75,Rep,48.04
MO-03,16.320,48.800,53.23,Rep,34.00,43.75,Rep,47.79,49.79,Rep,38.15,16.31,Rep,100.00,22.67,Rep,87.35,20.91,Rep,90.76
MO-04,15.211,42.800,48.52,Rep,39.80,30.82,Rep,69.75,30.61,Rep,70.15,17.07,Rep,96.28,15.17,Rep,99.90,15.36,Rep,99.50
MO-05,-8.566,35.800,-43.25,Dem,38.80,-41.41,Dem,41.77,-53.11,Dem,26.10,-35.94,Dem,50.40,-20.14,Dem,78.51,-37.11,Dem,48.39
MO-06,13.569,44.400,43.53,Rep,45.40,59.13,Rep,23.29,38.41,Rep,53.21,23.75,Rep,80.32,13.61,Rep,99.80,13.41,Rep,99.60
MO-07,20.494,36.600,47.03,Rep,48.80,50.66,Rep,41.97,39.44,Rep,61.85,20.49,Rep,100.00,20.34,Rep,99.80,25.40,Rep,89.96
MO-08,21.547,30.800,53.15,Rep,40.40,64.27,Rep,24.12,53.23,Rep,39.40,21.64,Rep,99.90,12.33,Rep,81.81,20.55,Rep,98.09
MT-01,8.664,39.000,44.90,Rep,37.40,46.11,Rep,34.97,41.28,Rep,41.81,0.24,Dem,84.42,16.44,Rep,85.43,8.71,Rep,99.90
NE-01,9.523,62.200,61.31,Rep,18.60,40.27,Rep,44.58,51.27,Rep,28.92,14.33,Rep,90.76,9.39,Rep,99.80,17.68,Rep,84.34
NE-02,2.443,35.600,33.36,Rep,46.80,35.40,Rep,42.97,-27.98,Dem,47.59,25.59,Rep,58.23,19.29,Rep,69.48,-24.83,Dem,52.61
NE-03,23.657,45.200,69.67,Rep,20.40,76.18,Rep,13.65,54.03,Rep,40.76,27.08,Rep,92.97,23.61,Rep,99.80,45.11,Rep,56.22
NV-01,-15.482,71.200,-50.18,Dem,36.60,-46.94,Dem,41.77,-43.37,Dem,47.79,-21.21,Dem,88.96,-27.08,Dem,77.71,-51.93,Dem,34.34
NV-02,5.300,43.000,59.51,Rep,17.60,-23.93,Dem,49.65,52.96,Rep,23.32,-18.45,Dem,58.29,5.20,Rep,99.90,5.22,Rep,99.90
NV-03,0.024,48.800,-43.60,Dem,29.00,45.91,Rep,26.51,23.11,Rep,59.04,-15.80,Dem,71.29,0.04,Rep,99.80,-17.00,Dem,69.28
NV-04,-3.955,44.800,-47.42,Dem,28.40,-41.22,Dem,36.38,-39.60,Dem,38.79,-14.64,Dem,80.40,-3.88,Dem,99.90,-43.59,Dem,33.17
NH-01,-0.000,37.000,46.17,Rep,27.00,35.90,Rep,39.20,33.40,Rep,42.81,-0.02,Rep,99.90,-0.04,Rep,99.90,-32.15,Dem,44.62
NH-02,-2.985,59.600,-59.52,Dem,15.40,-26.87,Dem,57.23,39.36,Rep,31.12,7.95,Rep,79.92,-2.95,Dem,99.80,-17.75,Dem,73.29
NJ-01,-13.904,46.400,-28.39,Dem,72.00,-34.57,Dem,60.90,-49.20,Dem,36.58,-18.91,Dem,90.65,-13.87,Dem,99.70,-13.72,Dem,99.70
NJ-02,-0.916,66.400,28.86,Rep,49.20,28.02,Rep,49.65,-37.91,Dem,37.59,19.09,Rep,64.32,-0.86,Dem,99.70,-29.30,Dem,50.25
NJ-03,0.371,52.400,33.53,Rep,43.80,31.55,Rep,46.23,31.58,Rep,46.03,0.42,Rep,99.90,0.44,Rep,77.19,-15.84,Dem,70.75
NJ-04,6.172,81.400,41.67,Rep,39.00,37.16,Rep,44.98,54.18,Rep,22.69,31.02,Rep,55.02,16.69,Rep,80.52,6.10,Rep,100.00
NJ-05,1.012,73.000,36.19,Rep,40.80,-37.81,Dem,35.38,-48.78,Dem,22.51,27.86,Rep,52.66,1.08,Rep,99.90,8.45,Rep,86.23
NJ-06,-9.876,44.800,-60.44,Dem,19.20,-48.95,Dem,32.33,-48.09,Dem,33.73,-14.29,Dem,91.77,-9.85,Dem,99.80,-9.14,Dem,98.39
NJ-07,1.299,49.400,-46.65,Dem,24.40,51.85,Rep,21.31,48.19,Rep,25.13,-22.56,Dem,57.69,1.46,Rep,99.70,34.06,Rep,43.42
NJ-08,-26.803,71.000,-49.77,Dem,52.60,-39.16,Dem,73.97,-57.70,Dem,38.99,-26.61,Dem,99.30,-26.93,Dem,99.70,-28.68,Dem,96.08
NJ-09,-16.928,61.800,-48.25,Dem,41.40,-45.27,Dem,46.39,-63.42,Dem,21.49,-51.85,Dem,36.14,-16.85,Dem,99.80,-16.84,Dem,99.80
NJ-10,-34.633,62.000,-49.43,Dem,66.80,-60.28,Dem,45.38,-39.80,Dem,88.35,-33.65,Dem,97.59,-14.94,Dem,58.84,-29.31,Dem,87.95
NJ-11,1.744,65.600,27.81,Rep,54.20,-20.81,Dem,60.04,30.02,Rep,50.40,1.69,Rep,100.00,1.80,Rep,99.60,1.71,Rep,100.00
NJ-12,-16.635,22.000,-34.71,Dem,64.60,-70.93,Dem,14.27,-53.39,Dem,33.77,-50.03,Dem,38.59,-16.70,Dem,99.90,-29.97,Dem,73.97
NM-01,-8.316,56.800,-61.54,Dem,16.80,-50.07,Dem,29.15,-55.56,Dem,22.71,-8.39,Dem,99.70,-8.27,Dem,99.70,-8.35,Dem,99.90
NM-02,4.398,61.800,45.83,Rep,31.40,16.14,Rep,78.31,55.07,Rep,20.08,33.39,Rep,48.59,7.03,Rep,94.98,-29.50,Dem,42.57
NM-03,-8.599,49.000,-49.72,Dem,30.00,-40.80,Dem,42.57,-41.06,Dem,42.17,-41.88,Dem,40.96,-8.58,Dem,99.80,14.45,Rep,59.04
NY-01,2.945,39.600,25.86,Rep,59.60,34.27,Rep,45.43,-29.21,Dem,45.03,15.72,Rep,76.78,7.29,Rep,92.06,4.29,Rep,97.69
NY-02,1.181,57.000,41.12,Rep,34.20,33.14,Rep,44.82,-30.50,Dem,45.63,8.45,Rep,86.63,1.18,Rep,99.90,16.63,Rep,71.96
NY-03,-2.157,65.400,-43.90,Dem,30.80,45.61,Rep,24.92,-37.98,Dem,38.79,-14.63,Dem,77.19,-2.22,Dem,99.90,-12.48,Dem,81.01
NY-04,-5.550,58.200,-35.66,Dem,46.40,-41.16,Dem,38.39,-47.18,Dem,30.35,-5.50,Dem,99.90,-5.57,Dem,99.90,-40.79,Dem,38.99
NY-05,-35.463,86.000,-54.32,Dem,57.60,-73.60,Dem,25.33,-61.69,Dem,43.82,-55.11,Dem,56.28,-31.95,Dem,92.06,-35.44,Dem,99.90
NY-06,-17.202,59.600,-35.43,Dem,64.00,-65.13,Dem,19.70,-57.97,Dem,27.94,-17.12,Dem,99.90,-22.71,Dem,89.05,-20.67,Dem,93.07
NY-07,-35.780,57.600,-33.30,Dem,94.40,-35.76,Dem,99.80,-54.28,Dem,58.63,-52.12,Dem,63.45,-26.08,Dem,78.11,-38.92,Dem,93.17
NY-08,-34.827,68.600,-50.25,Dem,65.40,-62.87,Dem,40.96,-51.01,Dem,64.06,-34.66,Dem,99.60,-34.98,Dem,99.80,-34.83,Dem,99.80
NY-09,-32.728,40.400,-61.50,Dem,40.20,-34.81,Dem,95.58,-65.37,Dem,34.14,-32.84,Dem,99.80,-32.82,Dem,99.80,-33.47,Dem,98.59
NY-10,-25.827,49.000,-44.68,Dem,60.80,-45.87,Dem,58.63,-49.62,Dem,51.41,-8.12,Dem,65.06,-25.90,Dem,100.00,-25.93,Dem,100.00
NY-11,1.466,66.000,37.47,Rep,39.40,-18.98,Dem,63.86,44.31,Rep,29.72,26.92,Rep,54.82,-0.92,Dem,95.78,-22.09,Dem,58.63
NY-12,-29.729,80.000,-45.46,Dem,65.60,-76.60,Dem,17.29,-45.54,Dem,65.93,-29.68,Dem,99.90,-29.61,Dem,99.90,-29.89,Dem,99.70
NY-13,-39.561,50.200,-61.80,Dem,49.60,-67.43,Dem,39.60,-69.99,Dem,35.18,-37.62,Dem,95.28,-39.28,Dem,99.30,-39.47,Dem,99.70
NY-14,-28.552,87.800,-49.57,Dem,55.60,-36.55,Dem,82.93,-53.04,Dem,49.40,-28.55,Dem,99.80,-28.65,Dem,100.00,-28.62,Dem,100.00
NY-15,-40.087,78.400,-60.76,Dem,52.80,-75.04,Dem,28.34,-76.44,Dem,26.33,-23.15,Dem,62.11,-38.43,Dem,96.08,-40.04,Dem,99.90
NY-16,-24.212,65.600,-49.71,Dem,48.60,-47.89,Dem,52.41,-53.46,Dem,42.37,-29.82,Dem,88.55,-24.20,Dem,99.80,-24.42,Dem,99.80
NY-17,-8.761,45.800,-36.91,Dem,49.00,-51.34,Dem,28.31,-28.70,Dem,63.05,-15.47,Dem,87.55,-18.53,Dem,81.73,-11.78,Dem,94.38
NY-18,-0.600,58.400,14.27,Rep,73.80,-53.72,Dem,18.89,25.44,Rep,54.27,27.14,Rep,51.66,-0.62,Dem,99.90,13.17,Rep,75.18
NY-19,0.232,63.000,36.76,Rep,38.80,-45.13,Dem,27.31,36.92,Rep,37.95,-24.34,Dem,56.63,-9.78,Dem,81.73,0.11,Rep,100.00
NY-20,-8.533,40.600,-43.15,Dem,39.00,-26.11,Dem,67.27,23.52,Rep,45.58,-8.49,Dem,99.80,-8.47,Dem,99.80,-8.34,Dem,99.80
NY-21,1.883,64.400,48.94,Rep,25.60,-39.74,Dem,31.96,-30.57,Dem,44.42,-5.69,Dem,86.03,1.87,Rep,99.90,-21.84,Dem,58.09
NY-22,3.934,65.200,33.05,Rep,49.40,-47.28,Dem,21.51,32.27,Rep,49.85,21.19,Rep,68.54,8.13,Rep,92.26,48.23,Rep,27.34
NY-23,4.070,57.400,49.10,Rep,27.20,33.95,Rep,47.39,32.83,Rep,49.00,25.60,Rep,61.04,4.10,Rep,99.80,28.81,Rep,55.62
NY-24,-4.885,56.600,34.01,Rep,36.60,-19.47,Dem,73.37,-36.03,Dem,45.23,-14.45,Dem,82.21,-14.42,Dem,82.41,7.99,Rep,76.58
NY-25,-9.025,57.600,-44.15,Dem,37.80,26.10,Rep,41.21,-49.76,Dem,30.35,15.04,Rep,57.69,-26.22,Dem,67.74,5.08,Rep,74.57
NY-26,-12.248,57.600,-49.50,Dem,34.20,-23.49,Dem,78.51,-54.60,Dem,27.71,-19.85,Dem,85.54,-12.20,Dem,99.80,-12.20,Dem,99.80
NY-27,9.230,52.400,48.53,Rep,33.00,56.68,Rep,22.29,43.25,Rep,39.76,32.55,Rep,57.03,18.44,Rep,82.73,41.89,Rep,41.77
NC-01,-17.247,55.200,-55.60,Dem,31.00,-32.49,Dem,70.15,-24.01,Dem,86.83,-26.95,Dem,81.01,-10.31,Dem,86.83,-17.10,Dem,99.70
NC-02,3.260,15.200,29.69,Rep,53.40,43.16,Rep,32.93,30.21,Rep,52.01,-20.65,Dem,58.03,8.91,Rep,89.36,30.92,Rep,50.80
NC-03,11.396,75.800,44.29,Rep,41.40,40.19,Rep,47.39,55.13,Rep,26.10,49.93,Rep,32.53,11.48,Rep,99.80,11.39,Rep,100.00
NC-04,-18.295,68.000,-39.56,Dem,58.00,-55.48,Dem,32.36,-58.75,Dem,27.94,-18.29,Dem,99.90,-18.15,Dem,99.70,-18.34,Dem,99.90
NC-05,8.777,16.800,34.10,Rep,54.60,44.78,Rep,36.98,56.22,Rep,22.51,8.77,Rep,99.90,8.86,Rep,99.90,30.85,Rep,59.50
NC-06,7.485,15.200,39.64,Rep,43.40,48.72,Rep,29.92,45.58,Rep,34.14,7.47,Rep,100.00,26.04,Rep,65.46,37.05,Rep,46.99
NC-07,8.757,22.400,55.56,Rep,24.20,40.77,Rep,42.81,39.23,Rep,45.23,8.65,Rep,99.70,8.76,Rep,99.90,14.37,Rep,89.65
NC-08,7.416,20.400,39.34,Rep,44.40,59.70,Rep,18.29,23.16,Rep,70.75,21.26,Rep,74.17,7.18,Rep,99.50,-10.99,Dem,66.93
NC-09,5.637,4.000,-37.84,Dem,30.20,31.08,Rep,54.07,33.26,Rep,50.45,14.92,Rep,83.02,5.47,Rep,99.70,5.71,Rep,99.90
NC-10,12.494,27.600,-11.92,Dem,56.80,51.91,Rep,31.12,26.47,Rep,73.29,12.59,Rep,99.80,12.26,Rep,99.60,15.60,Rep,93.98
NC-11,14.260,22.800,43.15,Rep,46.60,24.09,Rep,80.72,59.41,Rep,23.29,36.63,Rep,57.23,14.36,Rep,99.60,14.31,Rep,99.80
NC-12,-19.308,47.200,-39.75,Dem,59.40,-46.43,Dem,47.59,-55.22,Dem,33.73,-15.61,Dem,92.57,-27.89,Dem,83.13,-19.29,Dem,99.80
NC-13,4.675,12.000,57.46,Rep,19.20,42.95,Rep,34.97,43.57,Rep,33.97,12.40,Rep,85.63,18.19,Rep,75.18,33.22,Rep,49.45
ND-01,14.040,43.400,56.11,Rep,28.00,56.81,Rep,26.33,53.26,Rep,30.75,27.88,Rep,73.17,14.00,Rep,99.90,44.77,Rep,43.22
OH-01,3.225,18.400,42.85,Rep,34.20,-40.21,Dem,30.15,-38.35,Dem,32.36,-8.45,Dem,78.99,16.61,Rep,75.58,-6.63,Dem,82.01
OH-02,6.952,23.200,37.90,Rep,45.60,50.39,Rep,27.51,50.80,Rep,27.11,6.79,Rep,99.80,6.85,Rep,100.00,6.94,Rep,100.00
OH-03,-19.689,54.000,-55.59,Dem,33.40,-56.77,Dem,31.96,-63.16,Dem,23.72,-11.51,Dem,84.22,-30.05,Dem,79.20,-19.66,Dem,99.90
OH-04,12.016,11.800,45.07,Rep,40.80,31.19,Rep,63.45,29.12,Rep,67.27,20.09,Rep,84.34,12.02,Rep,99.80,26.31,Rep,72.49
OH-05,8.767,28.600,33.55,Rep,55.40,56.95,Rep,21.71,55.74,Rep,23.12,35.58,Rep,51.26,22.11,Rep,75.38,31.23,Rep,58.49
OH-06,13.854,46.000,32.07,Rep,65.60,56.25,Rep,26.91,41.18,Rep,49.00,43.60,Rep,44.78,13.91,Rep,99.60,29.75,Rep,69.28
OH-07,9.908,35.400,47.67,Rep,35.00,46.86,Rep,35.18,-21.96,Dem,45.83,11.12,Rep,97.69,9.79,Rep,99.90,9.97,Rep,99.90
OH-08,15.013,14.000,52.77,Rep,33.20,29.07,Rep,72.69,43.65,Rep,46.39,42.14,Rep,48.80,15.21,Rep,99.40,15.30,Rep,99.40
